x [nm]	y [nm]
-74.03	27.30
-72.90	27.96
-77.23	30.44
-69.90	27.09
-78.20	36.48
-74.23	32.41
-81.13	35.58
-77.70	30.97
-66.63	33.66
-67.93	31.23
-68.60	27.05
-71.00	35.39
-72.23	33.99
-64.67	25.58
-80.00	31.68
-74.60	23.52
-75.67	36.08
-71.93	37.36
-72.33	29.48
-75.20	29.40
-85.67	32.87
-70.57	35.16
-74.70	38.29
-79.57	33.80
-63.73	29.68
-75.30	30.80
-73.43	30.01
-79.07	27.48
-83.60	35.76
-77.87	37.07
-76.83	30.29
-73.60	31.49
-77.23	37.99
-74.40	36.17
-81.03	37.11
-73.00	39.66
-71.43	37.22
-75.87	25.42
-73.53	43.93
-78.33	29.63
-67.57	36.78
-74.57	27.35
-70.27	40.04
-75.30	35.05
-70.30	31.48
-78.27	30.04
-77.73	38.67
-73.13	37.67
-77.40	38.86
-72.17	29.60
-74.00	31.74
-78.33	41.96
-76.27	35.04
-78.13	41.76
-75.03	34.19
-75.07	36.94
-78.70	36.07
-65.50	37.07
-73.87	42.93
-74.40	38.98
-78.57	40.74
-77.90	34.75
-71.36	40.87
-69.43	36.32
-72.80	36.35
-74.53	36.29
-76.90	41.97
-82.47	32.24
-72.33	42.52
-72.83	49.66
-77.50	36.68
-72.43	38.85
-77.27	42.62
-72.43	32.73
-76.50	46.01
-74.10	36.43
-69.83	39.70
-74.80	41.50
-68.33	36.81
-75.80	41.72
-71.00	34.21
-70.53	41.37
-73.93	34.91
-79.23	40.35
-75.50	41.44
-74.63	39.17
-73.10	40.20
-76.43	33.25
-67.30	34.93
-80.07	44.54
-76.80	40.11
-69.77	39.66
-74.73	44.67
-72.60	45.24
-68.50	38.51
-73.73	39.98
-73.23	41.92
-76.57	45.29
-74.47	38.98
-70.37	43.53
-77.77	40.09
-77.73	40.17
-76.27	38.53
-68.23	52.04
-70.46	37.55
-71.80	36.33
-74.20	39.43
-75.70	34.29
-68.40	39.10
-78.60	40.32
-76.27	48.02
-74.90	46.07
-69.37	40.54
-74.60	34.29
-71.60	44.17
-76.57	40.86
-71.00	39.77
-68.73	37.51
-81.63	51.27
-65.73	39.75
-69.40	38.92
-73.83	43.15
-78.33	46.60
-77.93	44.66
-72.30	38.67
-75.07	44.63
-70.43	36.40
-77.33	36.87
-81.07	37.18
-72.40	36.88
-76.17	37.99
-72.33	33.47
-74.53	35.05
-71.07	46.10
-69.03	32.08
-73.07	37.52
-77.80	48.05
-70.77	42.10
-73.57	36.91
-72.93	44.51
-77.93	40.54
-69.83	44.01
-78.70	37.90
-79.60	40.13
-74.03	40.11
-76.27	36.21
-77.83	40.03
-73.17	35.91
-72.13	31.37
-70.77	34.23
-73.90	37.53
-74.00	43.20
-79.46	37.31
-70.80	41.89
-67.50	39.55
-70.30	43.87
-78.60	41.68
-70.20	40.75
-67.50	41.83
-67.77	44.45
-80.30	47.48
-74.50	45.48
-70.73	36.81
-68.23	37.64
-64.80	37.86
-73.63	38.33
-77.50	45.62
-75.50	44.63
-69.73	39.01
-72.20	47.30
-70.10	43.55
-74.20	44.85
-67.17	40.85
-70.60	40.68
-76.67	44.67
-74.80	34.61
-73.33	46.40
-79.37	37.04
-73.77	39.14
-71.27	40.72
-70.13	34.90
-65.70	32.19
-69.13	41.84
-71.83	39.54
-69.20	51.12
-77.13	43.71
-73.57	43.72
-72.80	41.58
-79.27	43.19
-77.00	36.60
-69.57	43.96
-76.23	40.13
-76.23	41.72
-74.37	40.18
-74.60	43.10
-69.10	40.94
-77.20	41.69
-72.93	39.48
-81.90	38.48
-77.87	34.32
-77.67	38.03
-83.23	36.63
-78.07	28.61
-77.07	40.29
-68.73	43.60
-84.33	33.08
-79.90	43.38
-79.83	46.91
-81.70	43.47
-79.10	43.25
-76.17	39.97
-72.10	39.41
-82.07	44.08
-78.37	40.50
-77.43	51.53
-82.60	42.70
-79.27	47.72
-75.73	42.09
-73.33	36.18
-76.80	42.19
-77.23	42.88
-84.36	37.15
-75.77	46.69
-81.80	36.98
-74.17	43.28
-80.43	45.16
-72.23	43.37
-81.33	41.92
-80.97	31.44
-81.87	40.33
-78.30	45.14
-78.73	41.25
-79.97	42.41
-70.53	42.28
-78.60	41.77
-87.70	49.85
-83.80	42.32
-86.70	45.00
-75.07	35.62
-78.16	35.44
-80.97	38.18
-73.37	43.03
-76.46	27.07
-77.63	35.32
-78.13	41.62
-74.03	36.88
-87.30	38.73
-80.93	40.61
-74.80	36.69
-76.10	43.20
-73.67	38.30
-77.17	42.53
-80.73	41.00
-75.47	41.64
-79.47	40.16
-72.77	30.97
-79.83	36.03
-69.00	42.74
-80.53	44.77
-83.07	43.89
-76.30	41.66
-84.60	43.23
-81.50	45.89
-77.97	35.06
-80.47	46.72
-76.50	44.78
-82.67	48.42
-74.80	39.30
-82.60	50.38
-77.80	46.20
-84.60	53.84
-83.43	47.63
-78.10	44.97
-76.40	50.71
-73.13	40.90
-81.37	44.90
-79.67	45.80
-81.13	42.24
-79.93	45.02
-74.03	46.52
-74.07	54.42
-78.27	55.21
-82.96	45.20
-79.47	46.82
-82.33	46.16
-84.20	44.43
-80.73	50.28
-81.33	39.84
-75.63	39.15
-90.00	52.46
-84.83	43.93
-88.23	48.81
-81.93	47.62
-84.37	42.68
-82.30	42.14
-87.03	44.74
-81.60	49.05
-79.63	40.88
-85.27	44.01
-83.17	31.56
-90.10	42.85
-84.83	47.47
-76.77	41.53
-82.47	44.83
-79.67	38.19
-84.23	42.92
-86.60	36.53
-84.87	38.98
-89.70	44.36
-92.10	49.03
-88.86	47.93
-90.30	37.39
-84.03	49.80
-84.60	44.30
-85.23	45.94
-91.43	42.87
-83.37	43.25
-88.00	42.02
-88.13	40.59
-92.03	40.22
-83.70	39.70
-93.03	45.57
-87.93	42.77
-79.60	29.87
-88.57	44.01
-82.43	37.96
-87.07	36.09
-89.10	43.14
-87.73	41.26
-85.47	36.77
-86.83	38.39
-87.47	36.82
-87.60	39.07
-92.00	33.62
-83.03	43.80
-91.80	47.08
-94.40	39.68
-87.30	41.40
-95.23	45.09
-92.23	42.79
-94.57	43.01
-91.67	40.64
-92.90	39.21
-84.70	44.03
-91.43	51.58
-94.13	41.56
-87.90	43.97
-91.40	44.06
-91.73	47.56
-89.50	46.64
-85.83	43.11
-87.53	37.39
-89.50	45.10
-87.40	43.82
-92.90	46.70
-90.27	37.36
-95.90	42.00
-97.17	50.12
-88.73	51.23
-82.46	37.66
-91.97	48.83
-88.60	36.68
-94.73	46.66
-95.30	52.07
-92.46	43.34
-90.73	49.58
-92.33	56.23
-96.73	47.31
-85.87	48.57
-83.63	50.82
-85.13	46.49
-91.00	50.99
-91.00	44.31
-89.73	55.60
-89.63	51.13
-92.13	48.24
-86.30	45.49
-93.00	54.21
-90.46	52.85
-96.96	54.59
-92.33	50.91
-85.76	47.76
-100.87	54.85
-92.40	52.42
-86.90	49.29
-90.83	57.74
-95.40	57.74
-92.30	53.39
-88.13	54.64
-89.80	57.86
-92.23	60.55
-94.60	54.72
-88.10	52.53
-90.53	55.16
-84.50	51.58
-86.46	52.42
-92.46	58.49
-91.27	54.59
-92.07	55.60
-84.90	49.87
-84.23	53.22
-82.87	58.47
-82.90	52.04
-91.57	49.08
-86.83	56.22
-91.07	54.06
-88.07	60.17
-91.47	58.01
-89.30	53.82
-90.87	54.90
-90.43	52.52
-87.30	50.80
-87.77	58.57
-86.60	55.22
-87.90	58.26
-89.07	51.77
-93.67	54.08
-82.27	60.90
-90.47	60.81
-89.30	60.90
-88.47	57.08
-88.40	60.72
-91.90	52.45
-85.17	50.23
-88.83	54.30
-86.33	62.22
-88.93	57.74
-88.00	61.23
-85.20	59.79
-95.46	68.49
-90.23	59.49
-88.40	53.52
-87.03	56.81
-89.13	61.24
-88.10	50.98
-78.97	61.71
-83.90	61.36
-91.93	62.28
-87.30	61.93
-90.70	53.28
-86.80	56.49
-91.10	56.81
-84.70	56.70
-87.90	62.18
-84.86	54.30
-88.00	64.98
-89.17	52.11
-92.43	58.92
-87.50	60.73
-87.87	62.57
-96.87	57.46
-90.23	59.03
-86.83	54.82
-87.37	63.87
-91.13	55.77
-93.13	60.41
-86.86	56.36
-95.97	66.08
-87.30	53.80
-89.33	59.11
-88.13	49.71
-91.20	59.82
-92.80	57.33
-88.83	59.10
-89.00	58.91
-86.83	65.53
-88.57	61.35
-89.63	68.57
-86.40	61.74
-84.63	59.76
-88.43	58.13
-96.00	59.18
-94.60	63.86
-86.50	61.70
-91.33	73.01
-80.87	71.07
-88.90	70.14
-87.03	67.06
-86.17	71.48
-86.90	61.94
-90.30	58.41
-83.10	69.31
-87.67	65.12
-86.10	60.68
-83.03	63.40
-85.97	57.87
-90.90	65.98
-80.93	65.41
-85.63	61.83
-91.57	62.39
-89.23	66.34
-87.63	65.44
-91.03	62.81
-85.70	65.75
-87.67	61.10
-92.37	62.31
-89.87	67.04
-86.26	63.52
-94.37	65.87
-94.23	60.26
-85.87	63.68
-90.10	65.73
-92.70	64.36
-96.00	63.59
-91.37	65.78
-92.27	65.31
-93.50	58.71
-88.57	55.81
-95.67	64.20
-92.23	64.42
-89.60	63.85
-90.23	63.75
-96.43	70.13
-85.87	59.17
-90.57	60.26
-95.07	64.11
-89.57	56.69
-94.40	63.19
-93.57	60.78
-92.03	60.55
-89.30	58.26
-91.57	65.99
-92.63	58.29
-100.53	63.90
-91.60	59.40
-101.03	69.55
-94.17	59.45
-96.23	59.64
-96.17	66.27
-97.86	56.89
-90.80	62.32
-91.37	61.98
-96.86	59.58
-94.50	66.56
-94.67	63.06
-96.43	60.04
-86.80	65.96
-91.83	54.27
-93.10	60.35
-94.30	62.98
-96.97	54.06
-85.96	53.89
-87.70	58.84
-95.77	56.08
-91.93	47.72
-99.30	56.92
-93.07	61.32
-98.80	58.17
-104.96	63.85
-98.13	55.95
-99.80	69.69
-95.70	59.87
-91.17	60.89
-100.27	68.44
-86.80	58.46
-103.43	64.55
-91.30	57.54
-93.17	70.17
-96.93	63.30
-94.57	61.87
-101.60	60.82
-100.13	57.52
-92.27	55.45
-95.50	58.95
-95.13	50.50
-99.50	54.32
-97.67	61.46
-99.00	61.83
-104.30	59.63
-89.20	56.55
-100.50	43.67
-96.37	55.02
-103.20	57.96
-88.20	61.59
-96.90	57.33
-100.30	60.40
-99.03	55.55
-101.67	57.55
-96.80	57.83
-95.00	53.98
-103.07	61.07
-95.00	62.81
-90.33	57.50
-100.13	56.56
-94.90	55.73
-99.47	56.91
-100.27	61.02
-93.17	62.33
-97.87	58.60
-96.97	54.26
-102.27	59.04
-99.33	52.39
-97.17	56.04
-102.43	58.44
-100.60	63.01
-90.17	56.08
-104.63	58.12
-98.50	59.71
-106.23	58.54
-103.93	59.56
-100.10	54.29
-100.33	60.70
-99.70	58.87
-102.93	57.40
-92.00	57.12
-103.83	60.48
-105.07	63.49
-100.57	58.25
-98.77	65.14
-96.93	61.48
-100.73	61.03
-95.90	55.15
-98.46	58.97
-103.90	65.43
-102.67	68.78
-98.83	54.40
-97.00	51.39
-100.17	59.04
-100.03	60.24
-98.77	62.13
-96.67	55.05
-99.07	51.77
-97.70	50.27
-94.67	58.61
-99.80	59.25
-94.40	61.62
-96.97	65.72
-99.57	60.15
-101.27	66.69
-103.10	59.61
-100.00	55.73
-89.30	57.37
-98.57	65.72
-105.07	71.29
-104.30	60.32
-103.23	61.33
-102.30	55.23
-95.80	61.08
-99.13	59.48
-91.13	54.87
-97.93	57.74
-103.53	61.46
-99.80	61.89
-105.23	61.31
-105.30	60.28
-96.17	63.44
-102.90	59.89
-96.90	68.08
-100.63	66.66
-98.10	55.62
-101.00	61.28
-92.57	62.57
-98.13	61.07
-103.20	55.70
-101.07	59.62
-95.00	66.70
-94.67	59.78
-99.07	58.37
-98.20	61.19
-101.57	63.15
-103.30	67.85
-101.57	61.41
-89.13	61.68
-98.30	63.74
-97.53	66.37
-94.96	56.10
-103.10	60.05
-96.47	57.72
-94.13	54.68
-100.13	67.44
-94.46	68.46
-100.63	53.91
-99.53	62.05
-100.50	63.66
-101.00	59.11
-101.90	65.37
-92.03	60.44
-96.80	58.46
-99.40	60.90
-95.43	62.61
-98.96	60.18
-89.37	68.96
-94.73	61.74
-92.70	53.03
-102.13	64.45
-97.83	62.52
-96.60	69.02
-98.47	57.65
-95.70	65.57
-102.23	63.96
-85.50	57.41
-95.47	64.33
-99.00	59.63
-99.33	60.37
-95.50	57.48
-93.60	62.50
-93.43	67.49
-102.27	62.33
-99.43	62.06
-102.13	64.18
-94.00	59.30
-97.00	66.44
-93.17	66.00
-101.37	61.32
-92.53	54.69
-92.87	58.67
-98.33	60.85
-94.10	69.50
-96.33	70.70
-101.13	67.02
-94.33	65.49
-90.27	60.22
-97.23	60.90
-91.77	58.58
-96.57	61.95
-103.47	59.29
-99.40	67.18
-93.13	65.92
-93.03	66.05
-92.47	64.73
-89.20	60.82
-103.90	64.46
-98.10	66.60
-103.53	69.71
-90.13	60.78
-91.70	64.08
-99.63	67.35
-93.96	73.23
-86.90	61.76
-92.07	62.75
-97.40	67.92
-89.23	56.24
-92.33	67.77
-94.03	69.35
-87.67	62.97
-95.13	78.14
-92.43	63.07
-91.27	64.02
-87.63	59.55
-86.83	75.09
-99.67	64.38
-95.63	74.55
-84.80	63.77
-92.70	68.28
-94.30	70.93
-95.93	72.07
-87.53	61.45
-93.07	73.00
-89.27	72.19
-86.96	67.77
-93.63	66.59
-92.00	71.49
-87.10	62.43
-94.73	64.44
-90.20	63.80
-89.43	63.58
-90.23	61.46
-100.46	67.19
-86.53	64.40
-97.83	62.69
-93.33	67.67
-97.83	65.07
-93.57	57.99
-85.17	62.63
-94.13	70.76
-97.57	61.86
-96.57	59.00
-94.10	61.21
-92.47	62.52
-91.40	71.53
-100.63	66.98
-92.40	66.54
-100.60	64.44
-96.33	66.32
-96.80	67.72
-90.77	70.13
-100.27	64.74
-89.30	68.27
-94.43	65.76
-91.17	64.02
-93.40	65.45
-100.37	69.38
-96.63	63.29
-97.57	73.25
-88.93	63.12
-91.33	64.05
-89.80	62.62
-92.63	67.63
-95.13	68.41
-91.87	69.37
-98.93	64.16
-97.03	69.38
-91.76	66.04
-91.96	70.57
-102.83	73.78
-90.10	75.42
-90.53	68.45
-95.07	78.48
-84.60	66.95
-89.07	71.21
-88.73	69.22
-92.97	71.63
-95.43	77.68
-94.83	80.09
-88.10	72.64
-90.80	73.81
-86.80	75.74
-87.20	74.90
-88.86	67.00
-87.43	76.41
-91.53	74.91
-95.80	79.49
-81.73	76.14
-88.10	73.91
-91.17	66.33
-93.97	72.42
-90.13	69.47
-93.46	73.28
-93.37	75.34
-86.93	67.38
-98.26	71.99
-84.77	59.71
-94.86	67.40
-88.83	64.27
-86.90	60.31
-98.57	71.32
-95.77	67.70
-95.30	66.38
-87.70	61.30
-101.13	69.71
-97.67	69.57
-87.96	73.66
-98.47	74.18
-99.20	71.00
-99.73	68.06
-96.03	71.52
-96.70	71.86
-96.00	67.15
-95.53	75.05
-96.50	68.49
-102.70	73.80
-87.67	76.34
-89.93	67.02
-90.80	75.97
-93.43	73.33
-95.67	72.02
-91.63	65.38
-89.10	73.30
-94.23	80.23
-91.47	76.39
-95.47	70.11
-90.87	75.75
-90.57	74.56
-96.40	82.81
-93.30	81.53
-93.87	81.41
-96.73	74.86
-100.97	81.77
-94.36	84.36
-92.86	77.65
-98.73	74.79
-99.17	80.45
-97.33	76.76
-97.83	85.90
-93.40	76.87
-93.67	81.32
-90.73	80.00
-99.63	85.15
-93.90	80.36
-92.20	84.71
-96.20	86.57
-92.50	76.38
-100.03	77.97
-97.40	84.46
-96.13	91.47
-92.10	72.44
-94.13	87.75
-91.57	89.67
-101.53	92.74
-95.17	82.21
-97.43	77.98
-98.96	80.54
-102.43	82.91
-100.50	82.13
-91.67	83.04
-98.20	86.47
-94.53	84.33
-89.10	79.61
-97.36	76.09
-97.70	82.77
-96.53	77.74
-95.43	79.91
-99.57	84.51
-103.57	85.55
-92.57	79.81
-98.20	86.05
-95.23	75.60
-104.33	78.70
-98.40	79.26
-97.67	81.86
-99.36	89.04
-91.03	76.35
-99.67	80.94
-96.27	81.96
-101.20	84.06
-105.67	78.17
-98.63	82.29
-99.53	90.44
-97.27	96.21
-103.30	81.19
-99.67	80.97
-102.37	80.67
-95.43	83.92
-93.83	83.31
-93.40	88.16
-95.73	89.98
-100.46	82.34
-98.83	90.46
-104.47	89.51
-92.33	82.50
-92.27	80.60
-95.36	77.91
-95.07	75.62
-94.57	81.28
-86.93	75.54
-94.83	77.60
-96.46	79.53
-99.13	77.31
-92.43	71.67
-96.00	85.25
-89.23	80.72
-97.00	82.05
-91.10	81.17
-93.87	81.96
-96.67	74.85
-89.57	83.57
-94.50	71.19
-94.96	78.68
-98.43	82.87
-95.33	74.14
-91.83	83.12
-91.07	83.41
-92.13	80.77
-92.40	76.18
-87.83	78.11
-94.63	74.07
-86.63	80.80
-96.40	89.65
-92.47	83.05
-99.83	82.28
-92.83	85.30
-95.60	77.72
-91.17	83.17
-98.60	89.01
-95.73	75.79
-95.57	82.12
-93.83	76.09
-90.17	84.38
-98.83	78.93
-92.97	84.24
-97.23	79.54
-99.83	77.91
-90.67	77.93
-99.43	91.54
-100.03	82.65
-92.50	89.47
-97.46	80.15
-94.57	90.19
-96.20	81.50
-97.96	85.57
-100.70	89.56
-98.23	87.90
-98.83	90.69
-94.07	84.97
-94.47	89.02
-90.30	85.38
-95.70	80.50
-90.33	86.51
-94.86	87.17
-107.70	91.60
-102.57	85.84
-100.03	84.77
-90.57	86.76
-93.57	90.08
-99.03	87.90
-101.77	82.86
-95.33	89.51
-100.87	87.68
-101.90	90.53
-99.63	89.60
-99.23	84.34
-100.17	91.16
-96.53	86.04
-96.60	83.57
-96.80	91.19
-96.13	91.65
-103.90	84.59
-100.10	92.19
-103.07	91.90
-102.27	94.77
-95.90	79.39
-96.60	81.57
-98.60	85.23
-101.23	84.58
-99.30	87.62
-107.00	90.00
-100.83	88.62
-96.13	82.15
-104.17	91.97
-100.20	88.70
-100.77	95.62
-94.43	86.49
-95.03	90.35
-93.03	89.99
-94.43	86.48
-98.73	93.63
-98.46	86.69
-93.46	93.73
-102.46	92.80
-103.90	94.56
-97.17	89.97
-99.33	89.37
-94.37	93.07
-93.57	91.80
-97.97	88.98
-92.77	86.24
-99.27	95.14
-94.07	96.24
-93.23	92.23
-95.23	87.87
-99.10	97.96
-100.90	93.44
-105.77	83.67
-102.03	95.37
-99.70	96.05
-94.90	97.23
-94.57	94.74
-96.93	87.41
-94.60	87.45
-92.37	89.50
-93.10	94.80
-91.80	87.50
-95.07	91.48
-96.93	93.09
-99.93	92.99
-95.60	90.20
-98.67	97.09
-89.27	92.95
-93.87	98.17
-88.27	91.45
-93.86	88.26
-92.67	93.57
-98.77	98.95
-87.23	90.21
-99.10	85.03
-95.57	95.56
-101.80	95.14
-97.07	89.51
-94.27	88.79
-93.93	93.75
-87.33	91.59
-91.07	95.64
-83.37	89.75
-92.50	95.45
-99.73	86.16
-88.46	89.17
-91.13	82.33
-94.27	93.74
-94.07	92.30
-100.03	93.15
-88.23	87.56
-88.73	93.92
-87.90	88.71
-89.63	82.53
-87.60	89.07
-88.10	95.70
-96.10	86.75
-93.43	87.00
-90.50	91.25
-94.57	88.99
-91.50	87.65
-95.23	88.27
-90.63	82.21
-91.20	90.48
-90.46	88.24
-92.90	92.89
-94.93	99.12
-92.43	94.15
-98.17	93.20
-86.96	89.98
-95.73	91.17
-94.10	94.06
-88.00	89.86
-93.13	100.17
-93.20	99.58
-93.17	93.46
-92.67	92.20
-92.73	92.04
-92.63	92.38
-87.83	90.33
-83.97	96.12
-93.97	92.33
-91.80	92.99
-86.20	92.98
-91.63	88.25
-98.97	94.13
-92.23	100.57
-89.73	96.87
-87.17	97.17
-90.96	100.65
-91.57	99.05
-97.03	98.42
-96.27	96.45
-94.90	103.02
-84.70	92.03
-87.67	104.46
-93.03	103.39
-93.10	97.32
-84.90	97.20
-87.07	94.10
-83.17	93.64
-92.13	104.62
-81.40	98.57
-88.27	93.02
-77.60	96.22
-86.03	105.36
-89.83	98.02
-87.03	104.08
-81.67	103.22
-80.46	104.12
-84.00	102.02
-80.67	102.67
-83.93	109.25
-81.47	95.57
-81.60	99.13
-83.13	106.70
-84.30	102.41
-77.40	100.29
-81.73	98.04
-84.60	105.64
-81.93	103.90
-76.37	102.20
-86.93	99.42
-89.00	101.17
-80.96	106.85
-81.10	106.10
-86.70	108.14
-82.67	103.71
-82.97	102.52
-83.63	104.83
-75.70	103.39
-78.33	107.38
-75.50	105.38
-76.33	107.58
-77.93	108.45
-85.47	111.08
-79.93	109.14
-72.93	97.44
-72.90	99.93
-77.13	102.85
-79.30	102.26
-71.30	101.01
-73.93	100.67
-70.96	97.20
-66.50	107.25
-68.87	105.41
-72.47	108.45
-71.03	100.72
-74.10	104.40
-81.23	97.37
-75.50	100.76
-73.67	100.53
-72.17	97.53
-76.00	106.04
-69.50	105.76
-73.07	99.50
-75.13	105.79
-76.73	103.17
-69.60	103.78
-63.97	114.31
-75.03	108.62
-67.96	108.86
-67.20	113.47
-70.83	101.73
-67.37	103.79
-70.97	110.38
-75.13	104.32
-72.43	99.09
-73.17	112.08
-70.73	111.73
-67.87	117.32
-77.03	114.53
-73.07	107.35
-74.50	103.14
-56.77	101.28
-68.87	108.64
-70.67	103.91
-78.80	104.89
-72.77	109.24
-73.37	102.55
-76.03	114.81
-71.80	101.67
-73.57	107.65
-73.50	109.00
-68.70	112.47
-67.87	112.58
-65.13	111.42
-70.23	103.34
-64.90	99.43
-70.93	101.85
-67.43	112.39
-69.17	103.96
-72.80	118.77
-72.13	112.40
-72.73	112.78
-72.60	116.48
-72.87	110.92
-74.13	108.58
-73.03	108.97
-65.13	111.43
-77.40	101.34
-67.46	108.96
-71.13	115.89
-73.40	103.27
-72.60	113.01
-65.63	107.56
-68.37	108.65
-73.47	98.71
-79.90	107.28
-72.80	113.48
-76.46	107.47
-69.60	111.42
-74.10	105.70
-68.27	112.17
-68.63	112.03
-69.96	108.81
-74.30	114.10
-74.33	106.38
-69.57	109.49
-74.33	108.56
-70.46	111.84
-70.43	102.31
-74.50	110.37
-68.93	110.53
-73.03	112.26
-69.67	107.86
-68.47	109.24
-74.70	113.15
-68.17	117.22
-73.10	105.39
-77.50	113.77
-67.50	108.73
-73.83	113.04
-78.93	108.48
-68.17	111.93
-65.07	105.22
-73.17	107.97
-68.07	117.91
-68.93	114.44
-74.60	112.69
-72.77	111.55
-74.83	106.19
-76.83	112.37
-68.63	109.35
-70.97	112.42
-72.96	113.02
-79.17	109.84
-74.17	106.02
-79.20	109.63
-77.96	116.80
-72.36	109.47
-80.23	109.53
-77.10	113.21
-80.27	111.68
-72.87	112.77
-80.97	117.17
-76.37	103.72
-78.13	115.95
-69.63	109.29
-70.37	113.68
-70.86	112.32
-69.77	115.19
-72.03	121.70
-71.63	110.53
-72.27	106.28
-78.40	105.53
-75.53	113.18
-71.17	115.87
-80.07	115.64
-78.00	116.49
-81.67	122.26
-74.27	112.03
-76.47	115.99
-74.10	116.35
-72.77	115.23
-74.90	105.78
-72.10	110.91
-72.43	110.51
-76.27	110.61
-67.76	117.67
-71.13	113.24
-81.60	111.31
-68.70	110.14
-68.90	114.29
-76.67	114.47
-72.97	121.17
-68.83	109.43
-80.46	122.06
-76.96	113.02
-75.07	115.08
-80.63	117.35
-72.76	112.20
-74.60	111.02
-71.83	115.19
-70.83	107.19
-71.73	111.99
-72.00	117.25
-75.23	113.51
-73.27	110.64
-69.03	103.99
-79.46	112.02
-69.37	108.70
-75.87	117.81
-72.60	114.17
-73.03	105.97
-74.53	110.37
-72.00	113.00
-73.90	116.93
-72.50	112.43
-75.17	115.60
-67.13	116.77
-74.93	113.86
-63.93	117.34
-73.67	121.82
-75.57	112.32
-70.67	117.39
-73.53	105.89
-72.40	122.50
-73.40	113.85
-74.10	121.33
-67.63	121.67
-74.33	115.56
-65.80	120.38
-73.57	121.59
-66.33	121.95
-75.73	111.08
-84.70	117.30
-73.80	119.25
-75.13	114.07
-71.93	113.24
-75.03	118.73
-70.27	114.08
-79.20	119.52
-73.10	116.99
-77.77	122.00
-76.73	115.56
-69.77	116.20
-70.36	113.00
-75.47	112.32
-79.33	115.26
-78.43	127.07
-76.93	125.77
-72.03	116.96
-71.20	111.87
-73.40	120.84
-77.30	116.84
-70.80	116.31
-77.97	118.76
-74.67	117.73
-76.97	113.54
-73.30	109.76
-70.73	117.06
-81.57	119.84
-79.47	111.28
-72.27	113.69
-77.17	114.91
-72.93	114.32
-69.33	114.25
-76.13	123.19
-72.90	113.19
-70.27	115.24
-78.40	123.80
-72.03	111.45
-68.93	120.64
-65.77	119.65
-69.47	115.57
-76.40	129.12
-73.93	119.64
-74.53	124.14
-73.73	113.56
-75.93	117.54
-78.33	120.21
-71.33	122.87
-75.27	117.39
-76.30	110.40
-74.90	116.99
-65.33	118.20
-73.27	116.87
-72.66	120.90
-75.13	111.34
-76.43	125.62
-76.80	125.86
-81.63	119.70
-76.63	114.55
-79.50	115.68
-76.80	112.72
-71.07	122.15
-69.70	121.25
-70.07	119.67
-70.73	121.55
-76.67	121.67
-74.10	117.57
-75.03	117.24
-77.60	122.31
-74.40	120.38
-69.57	114.29
-75.00	117.24
-67.40	119.74
-70.50	126.59
-70.20	117.21
-71.83	120.50
-71.63	121.12
-65.93	120.70
-80.27	110.32
-70.77	120.66
-72.43	119.98
-71.07	113.35
-70.47	112.71
-75.57	116.91
-77.96	115.52
-78.30	115.83
-78.73	108.46
-74.23	111.63
-71.43	113.34
-73.73	122.65
-79.27	122.74
-82.96	115.74
-80.60	122.24
-85.40	117.83
-76.60	115.54
-75.20	118.40
-75.27	120.11
-79.20	121.56
-80.27	117.22
-76.60	121.40
-77.73	120.67
-77.20	119.50
-65.50	120.21
-78.77	123.10
-81.07	118.21
-86.10	119.01
-74.50	117.34
-77.33	115.20
-75.67	119.52
-79.10	118.67
-80.16	120.28
-80.93	118.64
-73.10	122.72
-76.00	114.40
-74.17	118.87
-79.50	115.16
-74.47	117.65
-77.57	123.31
-74.23	120.62
-89.10	121.28
-74.83	117.52
-77.57	122.46
-78.60	120.96
-79.90	117.54
-77.40	127.69
-84.63	120.75
-86.17	125.99
-78.47	113.82
-80.20	124.19
-81.40	113.92
-78.77	119.57
-83.73	120.50
-82.00	118.30
-76.46	118.23
-88.37	117.34
-87.63	114.29
-81.17	119.67
-82.53	114.64
-76.83	115.47
-77.90	124.95
-77.43	122.44
-79.23	117.26
-86.77	119.48
-74.86	120.96
-72.93	120.40
-80.27	125.35
-78.07	124.14
-85.07	128.05
-83.93	124.11
-84.60	118.12
-79.13	117.65
-80.03	118.76
-87.03	115.15
-85.37	119.16
-80.10	125.19
-79.27	115.40
-80.80	125.45
-75.93	118.40
-83.43	122.48
-82.60	126.15
-85.96	122.84
-82.96	126.21
-80.97	122.15
-73.36	114.93
-80.33	120.06
-81.83	112.71
-73.80	123.53
-89.46	122.72
-72.93	125.99
-83.20	125.13
-87.47	130.24
-75.26	122.27
-83.87	121.73
-77.43	123.91
-82.60	118.04
-78.90	119.58
-84.43	127.75
-79.90	121.82
-77.63	123.92
-81.87	126.15
-77.20	126.36
-81.80	125.19
-79.13	125.55
-82.17	122.23
-78.10	121.30
-84.30	125.64
-87.57	124.72
-80.63	121.63
-85.23	120.39
-90.27	123.69
-79.20	118.19
-84.60	123.44
-87.37	126.21
-75.97	125.28
-84.23	125.22
-82.53	121.95
-82.70	127.90
-74.33	123.86
-79.37	118.80
-76.10	126.03
-85.27	126.78
-85.03	120.88
-84.07	117.54
-83.27	127.67
-79.20	120.11
-74.70	113.13
-84.37	124.39
-79.50	131.04
-77.77	123.01
